FuelbedNumber,SiteName,SiteDescription,Ecoregion,VegetationForm,NaturalFireRegime,CoverType,TreeOverstoryLoading,TreeMidstoryLoading,TreeUnderstoryLoading,Snag_class1_foliage_loading,Snag_class1_other_loading,Snag_class1_wood_loading,Snag_class2_loading,Snag_class3_loading,Shrubs_primary_loading,Shrubs_secondary_loading,Shrubs_primary_percent_cover,Shrubs_secondary_percent_cover,Nonwoody_primary_loading,Nonwoody_secondary_loading,Nonwoody_primary_percent_live,Nonwoody_secondary_percent_live,Woody_sound_0_quarter,Woody_sound_quarter_1,Woody_sound_1_3,Woody_sound_3_9,Woody_sound_9_20,Woody_sound_gt20,Woody_rotten_3_9,Woody_rotten_9_20,Woody_rotten_gt20,Woody_stump_sound,Woody_stump_rotten,Woody_stump_lightered,LLM_litter_depth,LLM_litter_percent_cover,LLM_lichen_depth,LLM_lichen_percent_cover,LLM_moss_depth,LLM_moss_percent_cover,LLM_moss_type,LLM_litterneedle_short_percent_cover,LLM_litterneedle_long_percent_cover,LLM_litterneedle_other_percent_cover,LLM_litterneedle_broadleaf_deciduous_percent_cover,LLM_litterneedle_broadleaf_evergreen_percent_cover,LLM_litterneedle_palmfrond_percent_cover,LLM_litterneedle_grass_percent_cover,DuffLower_percent,DuffLower_depth,DuffLower_derivation,DuffUpper_percent,DuffUpper_depth,DuffUpper_derivation,GroundFuel_basalAccumulations_depth,GroundFuel_basalAccumulations_radius,GroundFuel_basalAccumulations_percent,SquirrelMidden_depth,SquirrelMidden_density,SquirrelMidden_radius,
243,Pitch pine / scrub oaks shrubland,"Shrubland dominated by pitch pine regeneration and shrubby oaks on dry sites, often on sands or exposed ledges. This fuelbed represents regeneration 5-10 years after severe wildfire in a pitch pine and scrub oak forest. Occurs along the Atlantic coastal plain in New Jersey north to midcoast Maine, west to central New York and south into the southern Appalachian Mountains to Virginia.","210,220",6,2,"49,63",0.2803086,0,1.6182677,,,,19.7655,8.683755,0.178935,0,80.00,-3.00,0.1,0,85.00,-3.00,1.5000001,0.90000004,1.4000001,2.1000001,0.5,0,,,,,,,1.00,65.00,0.50,5.00,-3.00,-3.00,-3,40.00,-1,-1,60.00,-1,-1,-1,75.00,0.35,3,75.00,0.35,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
260,Ohia / uluhe forest,"Ohia rainforests with uluhe (Dicranopteris emarginata) climbing fern understories are typically open stands with thick, tall mats of uluhe. These rainforests occur at elevations of 1,500 to 4,400 feet. Although wildfires are uncommon in the rainforests of Hawaii, one did occur at this site 5 years previously after several weeks of drought.",420,1,6,-1,1.6498351,0,0,,1.7168106,,0.07354392,0.1225732,0.21049501,0,95.00,-3.00,3.0000002,3.0000002,90.00,95.00,0.1,0.2,0,0,0,0,,,,,,,1.80,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,100.00,-1,-1,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
261,Pili grass -- broomsedge bluestem grassland,Pili grass (Heteropogon contortus) is a fire stimulated native bunchgrass of the Hawaiian coastal lowlands that has endured both grazing and competition from broomsedge bluestem (Andropogon virginicus) and other nonnative grasses. This grassland burned in a low severity wildland fire 5 years previously.,420,3,2,-1,0,0,0,,,,,,0.375985,0,90.00,-3.00,2.0,0,80.00,-3.00,0.1,0,0,0,0,0,,,,,,,0.50,15.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
262,Molasses grass grassland,This Hawaiian submontane grassland is dominated by the coarse nonnative sod grass molasses grass (Melinis minutiflora). It burned in a low severity fire 5 years previously.,420,3,6,-1,0,0,0,,,,,,0.136,0,95.00,-3.00,6.0000005,0,80.00,-3.00,,,,,,,,,,,,,2.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
263,Ohia / broomsedge bluestem savanna,Broomsedge bluestem (Andropogon virginicus) is a nonnative fine bunchgrass that has invaded native grasslands of Hawaii. It is a successful colonizer and survivor after wildfire. This savanna has scattered ohia trees and was burned 5 years previously.,420,5,1,-1,0.03267,0,0,,0.09533863,,,,0.5508001,0,85.00,-3.00,3.0000002,0,90.00,-3.00,0.1,0.1,0,0,0,0,,,,,,,1.50,60.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
264,Post oak -- blackjack oak forest,"This fuelbed, commonly referred to as "crosstimbers", is composed of post oak and blackjack oak in a broadleaf forest or woodland on rolling hills in central Texas through central Oklahoma and extending into southeastern Kansas. It varies from closed forest to open woodland with open prairie inclusions depending on soils and rainfall. Under fire exclusion, oak root sprouts, understory growth and vines can create ladder fuels. Long-term grazing causes annual grasses to increase. This fuelbed represents forests more than 50 years old.","220,230,250",1,1,"47,273,274",7.9061403,1.784599,0.81645375,,1.2068954,,0.31268668,0.25014937,0.89523,0.17165002,85.00,85.00,1.0,0.25,50.00,60.00,0.3,0.70000005,1.0,0,0,0,,,,,,,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,95.00,-1,-1,5.00,70.00,0.10,3,70.00,0.30,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
265,Balsam fir -- white spruce -- mixed hardwoods forest,"White spruce and balsam fir forest occurring on gentle to moderate, typically lower, slopes of the Great Lakes region. Canopy codominants vary but can include maples, quaking aspen, and paper birch. This fuelbed type is common in northern Michigan, Wisconsin, and Minnesota, ranging into Canada.","210,220",2,4,18,6.5960746,1.804691,0.69870245,1.5139669E-4,2.8713055,2.01786,1.3025633,0.388242,0.50252,0.15218,75.00,75.00,1.0,0,75.00,-3.00,0.5,0.6,1.6,1.1,2.0,4.0,0.2,1.0,1.0,,,,1.00,60.00,-2.00,-2.00,2.00,20.00,2,-1,-1,45.00,55.00,-1,-1,-1,40.00,1.00,3,50.00,1.00,1,-3.00,-3.00,-3.00,15.00,1.00,3.00,
266,Sugar maple -- basswood forest,"Deciduous forest dominated by sugar maple and basswood with various other tree species including northern red oak, white ash, and elm species occurring in the overstory. Primarily in Minnesota, Wisconsin, and Iowa, but can also occur throughout the central and northern hardwood forest regions. Basswood and maple are fire-sensitive. Mature forests dominated by these species do not burn readily and have generally had long fire-free periods (~150 years or more) or have had only patchy surface fires.","210,220,250",1,5,39,11.434501,6.125625,1.9397811,,3.3420339,,2.0420356,1.4753705,0.24000001,0.10339501,75.00,75.00,0.25,0.1,75.00,75.00,0.5,1.0,1.0,3.0000002,2.0,0.2,0.5,1.0,0.2,0,0.10379038,0,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,90.00,0.50,3,90.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
267,American beech -- yellow birch -- sugar maple -- red spruce forest,"Northern hardwoods forest with a significant spruce and/or hemlock component. Occurs at low to mid elevations (generally below 3,000 feet) in Connecticut, Massachusetts, Maine, New Hampshire, New Jersey, New York, Rhode Island, and Vermont. This fuelbed represents forests more than 50 years old.","210,220",4,5,"26,27,38",10.919948,4.567267,0.65209323,1.283564E-4,3.5939827,1.9059001,1.5315264,1.3783741,0.079435,0.088085,75.00,75.00,0.1,0,75.00,-3.00,0.5,1.0,1.0,1.5000001,5.0,0.2,0.5,1.0,0.2,0.26124305,0.020033544,0,1.50,90.00,-3.00,-3.00,2.00,5.00,2,-1,-1,10.00,90.00,-1,-1,-1,85.00,1.00,3,85.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
268,American beech -- yellow birch -- sugar maple -- eastern hemlock forest,Northern hardwoods forest with a significant hemlock and/or balsam fir component. Occurs in the northern portions of the Lake States. This fuelbed represents forests from 50 to 100 years old.,"210,220",4,5,"15,36,38",10.536893,5.715944,1.1725045,1.483928E-4,2.808609,2.1860147,1.2171808,1.5315266,0.12181501,0,75.00,-3.00,0.1,0,75.00,-3.00,0.5,1.0,1.0,1.5000001,5.0,0.2,0.5,1.0,0.2,0.26124305,0.020033544,0,1.50,90.00,-3.00,-3.00,2.00,5.00,2,-1,-1,10.00,90.00,-1,-1,-1,85.00,1.00,3,85.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
269,Sugar maple -- yellow poplar -- American beech -- oak forest,"This fuelbed represents mixed mesophytic forests. Western variant is usually found at elevations from 1,000 to 3,000 feet in Tennessee, Kentucky, Ohio, Pennsylvania, West Virginia, Illinois, Indiana and Missouri. Eastern variant is usually found at elevations from 2,000 to 4,500 feet in protected sites of the southern Blue Ridge (North Carolina, South Carolina, Georgia, Tennessee, and Virginia), the Cumberland Mountains of Kentucky, and the Allegheny Plateau of West Virginia and Ohio. These forests have highly variable canopy composition; characteristic canopy dominants can include American beech, sugar maple, yellow poplar, oaks, basswood and buckeye.","220,230",1,5,"41,56",22.738321,11.535778,1.7968502,,13.69072,,12.85811,5.474229,0.34276503,0,85.00,-3.00,0.5,0,85.00,-3.00,1.0,1.0,2.0,3.0000002,2.0,0.5,2.3000002,0.5,0,0.07474374,0.15315267,0,2.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,90.00,1.00,3,90.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
270,Red spruce -- Fraser fir / rhododendron forest,"High elevation (above 4,500 feet) conifer forest in the southern Appalachian mountains occurring in North Carolina, Tennessee, and Virginia. Dominated by red spruce and Fraser fir with a variable deciduous canopy component depending on elevation. Red spruce dominates at the lower end of the elevation range, while Fraser fir dominates the upper end of the elevation range. Dense evergreen shrub stratum. The balsam woolly adelgid has affected much of this forest type, killing mature Fraser fir trees.",220,2,5,25,4.891924,1.6335,0.6728387,8.480155E-5,25.737118,0.88861823,7.54915,6.4707,11.891251,0,90.00,-3.00,0.05,0.05,70.00,60.00,0.8,1.4000001,1.5000001,15.000001,12.000001,0,2.0,2.0,0,,,,1.00,80.00,-3.00,-3.00,3.00,40.00,2,-1,-1,40.00,10.00,50.00,-1,-1,80.00,1.00,3,80.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
272,Mangrove forest,"Tall mangrove forest composed of zones dominated by red mangrove at lower elevations and black mangrove farther inland or composed of mixed red, white, and black mangroves. Found near the coast and along waterways in south Florida.",410,1,5,103,2.0582101,0,0,,0.057432245,,,0.041351214,0.75000006,0.342875,80.00,80.00,0.25,0,80.00,-3.00,0.25,1.0,4.2000003,0.2,0,0,3.0000002,0,0,,,,0.25,50.00,-2.00,-2.00,-3.00,-3.00,-3,-1,-1,-1,-1,100.00,-1,-1,90.00,20.00,4,90.00,20.00,2,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
273,Engelmann spruce -- Douglas-fir -- white fir -- interior ponderosa pine forest,"Ponderosa pine, Douglas-fir, and Engelmann spruce are found in small patches throughout the montane zone in the mixed conifer forests of the U.S. Rocky Mountains and the Southwest, as well as the Grand Canyon area. Grand fir is a common component of these stands in the northern Rocky Mountains, and white fir in the Southwest. These stands are usually located at elevations above 5,000 feet. The fuel density in this mature stand has increased due to fire exclusion, creating hazardous fuel conditions.","310,320,330,340",2,3,"113,118,119,144",4.3124394,5.4532766,0.512919,6.664658E-4,,7.323053,29.40531,5.8534956,0.058950003,0,95.00,-3.00,0.020000001,0.05,95.00,95.00,0.25,1.5000001,3.0000002,5.0,4.5,0,1.0,1.5000001,0,0.041783188,0.117621236,0,1.00,50.00,0.10,0.25,0.10,1.00,2,-1,20.00,60.00,15.00,-1,-1,5.00,80.00,0.80,3,80.00,0.80,1,2.00,0.50,20.00,-3.00,-3.00,-3.00,
274,American beech -- sugar maple forest,Mesic forest occurring mainly from Michigan and Indiana east to western New York. Scattered patches of this forest type are possible within the range of sugar maple and American beech. This fuelbed represents forests greater than 60 years old.,"220,230",1,5,41,11.434501,10.333958,4.081137,,3.0331926,,1.5553701,1.4964054,0.179995,0.6,75.00,75.00,0.5,0.25,80.00,80.00,0.3,0.75000006,1.0,2.0,2.0,0.2,0.5,1.0,0.2,0,0.040067088,0,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,90.00,0.50,3,90.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
275,Chestnut oak -- white oak -- northern red oak forest,"Dry to dry-mesic oak-dominated forests occurring in the Appalachian Mountains on ridgetops and upper slopes, generally at elevations from 700 to 3,000 feet. This fuelbed type is most commonly found in North Carolina, South Carolina, Tennessee, Kentucky, Virginia, West Virginia, and New England and extends into Ohio, Pennsylvania, Alabama and Georgia. Similar forests can occur on dry soils throughout the range of chestnut oak. This fuelbed represents stands from 50 to 100 years old.","220,230",1,1,"34,50",8.4942,3.185325,2.0010374,,6.308341,,0.7337291,2.7788017,3.782395,0,80.00,-3.00,0.05,0.1,80.00,80.00,0.6,0.90000004,1.5000001,0.4,0,0,0.8,0.2,0,0,0.06534513,0,1.70,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,80.00,18.00,-1,2.00,85.00,0.45,3,85.00,0.45,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
276,Oak -- pine -- magnolia forest,"Mesic forests dominated by a mixture of American beech, southern magnolia, and oaks, often with pines in the overstory.  These forests generally occur in small stands within ravines and coves, or in mesic upland forests that were previously dominated by pines where fire has been excluded.  Common throughout the Southeast coastal plain.",230,4,3,292,7.3638186,10.291051,1.8857126,,19.85094,,17.643187,15.437787,0.69000006,0,80.00,-3.00,0.1,0.010000001,80.00,80.00,0.5,0.5,1.0,3.0000002,1.0,0.5,,,,0,0.05743224,0.04307418,2.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,10.00,-1,-1,45.00,45.00,-1,-1,75.00,0.25,3,75.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
279,Black spruce -- northern white cedar -- larch forest,"Northern conifer bogs dominated by pure stands or mixtures of black spruce, northern white cedar or eastern larch on deep peat soils. This fuelbed represents 20 to 50 year-old stands. Conifer bogs occur throughout the northern Great Lake States region and in the northeastern U.S. up to 1,300 feet in elevation.","210,220",2,5,"16,19,29",3.9890075,1.8225505,0,1.6376832E-4,,3.3261619,3.6756635,1.8378317,0.41915503,0.70729005,90.00,90.00,0.020000001,0,85.00,-3.00,0.4,1.0,2.0,4.0,2.0,0,2.0,1.0,0,,,,0.50,60.00,-3.00,-3.00,6.00,95.00,1,-1,-1,55.00,45.00,-1,-1,-1,95.00,12.00,4,95.00,12.00,2,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
280,Bluestem -- Gulf cordgrass grassland,Bluestem (Andropogon spp.) -- sacahuista (Nolina microcarpa) prairie vegetation of the Gulf Coastal Plain of Texas and Louisiana. Woody species occur along streams that bisect the area and have encroached on interior portions of this prairie system leading to a mosaic pattern of shrub dominated areas within the prairie matrix. Fire exclusion leads to higher shrub cover. This fuelbed represents a site with moderate shrub encroachment.,"230,250",3,2,253,0,0,0,,,,,,0.27526504,0,80.00,-3.00,3.0000002,0.5,90.00,60.00,,,,,,,,,,,,,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,10.00,-1,-1,90.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
281,Shortleaf pine -- post oak -- black oak forest,"Dry forests dominated by shortleaf pine and mixed oak species, usually post oak and black oak. Other oaks may also be present depending on geographic location and soil type. These forests occur mainly in the western Gulf Coastal Plain and Interior Highlands of the southern U.S. from Oklahoma, Missouri, and Texas east to Mississippi; also occur farther east in the southern Appalachian Mountains and Piedmont on dry, low elevation ridges, generally below 2,000 feet. This fuelbed represents stands from 50 to 90 years old.","220,230,250",4,1,76,7.6447797,0,1.8295201,3.560181E-5,2.5457945,0.8774372,1.6540486,0.45945796,0.2559,0.12705001,90.00,90.00,0.010000001,0,85.00,-3.00,0.6,0.90000004,2.3000002,3.8000002,6.1000004,0,1.1,0,0,0,0.20420355,0,2.00,80.00,-3.00,-3.00,-3.00,-3.00,-3,10.00,-1,-1,85.00,-1,-1,5.00,95.00,0.50,3,95.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
282,Loblolly pine forest,"Loblolly pine-dominated forests occur throughout the Southeast coastal plain and Piedmont regions from Texas east and north to Virginia. Shortleaf pine, Virginia pine and longleaf pine may also be present in the canopy depending on geographic location within the region. Fuelbed represents stands from 30 to 80 years old.","220,230",2,1,70,4.8299327,3.0415773,1.0890001,3.8568633E-5,,1.2674092,1.2252214,1.0210178,0.35064504,0,90.00,-3.00,0.020000001,0,85.00,-3.00,0.6,1.7,2.0,3.0000002,2.0,0,0.2,0,0,0,0.05743224,0.05743224,2.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,85.00,-1,15.00,-1,-1,-1,85.00,1.00,3,85.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
283,Willow oak -- laurel oak -- water oak forest,Oak-dominated bottomland forests are common alluvial forest types throughout the southeastern and central U.S. The canopy species composition varies with length of inundation and geographic region. This fuelbed represents stands from 25 to 70 years old.,"220,230",1,3,"81,83,88",11.434501,7.8408012,3.8795626,,1.7976893,,1.6336282,0.8168141,1.7360902,0.16432002,90.00,90.00,0.010000001,0,85.00,-3.00,0.1,0.2,1.5000001,1.5000001,1.5000001,0,0.5,0.5,0,0.3142957,0.10210177,0,0.50,20.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,10.00,0.50,3,10.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
284,Green ash -- American elm -- silver maple -- cottonwood forest,"Northern floodplain forest dominated by a mixture of elms, green ash, cottonwood, and silver maple.  This forest type occurs mainly in the midwestern U.S. but also is present in the Northeast. American elm makes up less of the overstory than in the past because of Dutch elm disease. Red maple may also be a dominant canopy species rather than silver maple in parts of the range. This fuelbed represents stands ranging from 40 to 85 years old.","210,220",1,3,60,9.801,8.712001,2.7932856,,0,,0,0,0.296925,0.32661,90.00,90.00,0.010000001,0.1,85.00,85.00,0,0.2,1.5000001,1.5000001,1.5000001,0,0.5,0.5,0,0.23435822,0.10210177,0,0.50,60.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,10.00,0.50,3,10.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
286,Limber pine -- interior ponderosa pine forest,"Limber pine occurs throughout the U.S. Rocky Mountains, Great Basin, and southern California. It can be codominant with many species including Douglas-fir, ponderosa pine, white pine, and juniper species. Limber pine usually occupies dry, exposed sites. This is a mature stand from which fire has been excluded.","310,330,340",2,1,"126,144",0.7331148,3.0187082,0,,,,3.1013412,3.6182313,0.40760002,0.182275,90.00,90.00,0.010000001,0.1,90.00,90.00,0.2,1.0,1.0,1.0,6.0000005,2.0,2.0,5.0,10.0,0.068722345,0.045945797,0,1.00,70.00,-3.00,-3.00,0.50,1.00,2,30.00,45.00,10.00,10.00,-1,-1,5.00,70.00,0.70,3,70.00,0.70,1,1.00,2.00,10.00,-3.00,-3.00,-3.00,
287,Eastern white pine -- eastern hemlock forest,"This fuelbed is an example of forests dominated by eastern white pine and eastern hemlock in the Northeast, Great Lake States, and south along the Appalachian Mountains to North Carolina and Tennessee. At the northern part of the range it is typically found at elevations below 2,000 feet, while farther south the type is found at elevations of 2,000 to 3,500 feet. This fuelbed represents stands from 40 to 70 years old.","210,220,230",2,5,32,5.894866,5.1220026,2.0819938,8.145397E-5,0.90038544,1.4838678,2.1024034,1.0512017,0.30710003,0.014915001,80.00,80.00,0.010000001,0,80.00,-3.00,0.2,0.4,0.90000004,0.3,0,0,0.6,0.3,0,,,,1.00,88.00,-3.00,-3.00,1.00,10.00,2,-1,40.00,40.00,20.00,-1,-1,-1,85.00,0.50,3,85.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
288,Bald cypress -- water tupelo forest,Swamp forest dominated by bald cypress and water tupelo occurs in very poorly drained areas of floodplains throughout the Southeast coastal plain and throughout the Southeast U.S. This fuelbed represents stands from 70 to 150 years old. This fuelbed will burn only in very dry years because it is normally flooded for much of the year.,"220,230",4,5,90,8.342611,2.833796,0,,4.182089,,1.9603541,1.5682833,0.58000004,0,80.00,-3.00,0.010000001,0,80.00,-3.00,0.2,0.2,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0,0.6126107,0,0.50,50.00,-3.00,-3.00,1.00,10.00,1,-1,-1,60.00,40.00,-1,-1,-1,40.00,0.50,3,40.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
289,Pond cypress / Muhlenbergia -- sawgrass savanna,"Savanna of dwarf pond cypress over muhlenbergia grass (Muhlenbergia filipes) and sawgrass (Cladium mariscus) in south Florida. This fuelbed is generally very open due to the short stature of the cypress trees. These systems are typically mature (greater than 100 years), although the trees are small. Surface fires are frequent.","230,410",5,2,"101,296",0.0862488,0,0,,,,,,0,0,-3.00,-3.00,3.0000002,0,80.00,-3.00,0.1,0.1,0.1,0,0,0,,,,,,,2.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,5.00,-1,-1,-1,95.00,100.00,1.00,4,100.00,1.00,2,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
291,Longleaf pine -- slash pine / saw palmetto forest,"Longleaf pine, slash pine, and saw palmetto (Serenoa repens) forest resulting from fire exclusion occur throughout the Southeast coastal plain from Virginia south to Florida and west to into Texas. This forest type is characterized by a dense overstory of longleaf pine and slash pine and a very dense shrub layer dominated by saw palmetto. Saw palmetto is less important or absent from these forests in the Carolinas and Virginia. Fire has been excluded for 30 years.",230,2,1,67,2.4796531,0,0.03562664,,,,1.5437789,0.91891605,5.2000003,0,90.00,-3.00,0.1,0.1,60.00,60.00,0.020000001,0.4,0.3,0.5,0,0,,,,0,0.015315267,0,2.00,70.00,-3.00,-3.00,-3.00,-3.00,-3,-1,40.00,-1,-1,-1,60.00,-1,70.00,1.00,3,70.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
1000,Expanded Fuelbed 52,"This is a modified version of fuelbed 52 with the following categories added for testing purposes (Class 1 Snag other, Rotten GT20 wood, Jackpots, Piles & Windrows, Lightered stumps",240,2,3,118,1.816831,10.595666,1.1097347,8.0531856E-5,0.015347992,1.8598604,1.1038166,2.6498685,0.159915,0.055675007,89.00,95.00,0.2,0.010000001,70.00,80.00,0.4,0.90000004,0.4,0.4,1.1,0.6,0.4,2.4,0.3,0.2156573,0.24504428,0.20101286,0.70,90.00,0.10,10.40,0.20,13.60,2,-1,30.00,60.00,3.00,3.00,-1,4.00,85.00,0.80,3,85.00,0.30,1,2.00,0.50,10.00,18.00,1.00,5.00,
1001,Expanded Fuelbed 52,"This is a modified version of fuelbed 52 with the following categories added for testing purposes (Class 1 Snag other, Rotten GT20 wood, Jackpots, Piles & Windrows, Lightered stumps",240,2,3,118,1.816831,10.595666,1.1097347,8.0531856E-5,0.015347992,1.8598604,1.1038166,2.6498685,0.159915,0.055675007,89.00,95.00,0.2,0.010000001,70.00,80.00,0.4,0.90000004,0.4,0.4,1.1,0.6,0.4,2.4,0.3,0.2156573,0.24504428,0.20101286,0.70,90.00,0.10,10.40,0.20,13.60,2,-1,30.00,60.00,3.00,3.00,-1,4.00,85.00,0.80,3,85.00,0.30,1,2.00,0.50,10.00,18.00,1.00,5.00,
